word,chinese_translation,frequency_18901,review_count_18901,example_context
martin,martin (名词),7,5,"review_49344f9bb4e4e1beafaa0ef4 :: My family of four ages 52 to 15 booked a maverick helicopter journey over the Grand Canyon.  

Martin our pilot took us out on their weather route as the heavens had opened over th..."
contrast,contrast (名词),7,7,review_fa056b3ba04edb7f8a47ef81 :: This was a spectacular flight and glacier landing. We booked the day before for June 2 because the weather looked good. The skies were blue which made contrast with snow all the mo...
bravo,bravo (名词),7,7,"review_5048b8d4bc0b0bdb7c4159a7 :: If you want first hand joy from the seat of an airplane, K2 is your mandatory stop.  Our pilot, Chris, gave us such a special tour and went beyond the call of duty looking for crit..."
hitch,hitch (名词),7,7,review_719c1b4cd2225e9148e117f9 :: We took a flight seeing tour to the Misty Fjords and it was beautiful!  The pilot and staff we amazing!  The pilot was knowledgeable and gave lots of interesting info along the way...
soul,soul (名词),7,7,review_cb2a212285eb7d8e0dfce0e2 :: What a wonderful treat to see all Denali and the other two mountains and see base campers as well as land on the glacier on skis - super safe no nausea and they had boots to walk o...
villages,villages (名词),7,7,"review_7ca003e4cd5979555b9afcfc :: This helicopter trip around the island exceeded my expectations and was definitely an unforgettable journey! From beginning to end, every detail is very careful, so that you feel t..."
obtained,obtained (动词),6,6,"review_0294f4bc9bf00efb3c8442fe :: My wife, myself plus another couple tried to book a trip to Anan a few months in advance of our trip this past July.  Every float plane company we called said that we were too late..."
anderson,anderson (名词),6,5,review_c3a91d2341069db82aa3e0b1 :: What an adventure!   Our captain was Rick Anderson who we highly recommend.   He is such a professional pilot and sooooo knowledgeable of Denali and its surroundings.   We were the...
upstream,upstream (形容词),6,6,review_56bf2d08b4f5849f9e360f3d :: We took this excursion while sailing on the Sapphire Princess from Vancouver B.C. to Whittier Alaska. Either part (float plane or bear watching) of the tour would have been great b...
natured,natured,6,6,"review_38726fbf15fea6ee0b2055ab :: First of all book with another airline ,there's lots.We booked our trip through the web and were told to meet at the sunshine sign outside the tourist information centre in Ketchik..."
hopping,hopping (动词),6,6,"review_45352fd57462179c6fcbc042 :: As first-time-and-maybe-only-time Alaska visitors (via cruise ship), we signed up for an excursion romantically called “Misty Fjords by Floatplane” at Ketchikan.  Wow, we are SO gl..."
lord,lord (名词),6,6,"review_d1f89e8a15775ef35717f57b :: We flew  up to the ""great one"" Denali. We were fortunate and  lucky enough to be able to see the top of the mountain. ( according to the pilot,all other flights prior to ours that ..."
aileen,aileen,6,1,review_0e48621947d313a5981b62f0 :: I got in touch with Miami Seaplane to inquire about their island escape adventure.  Nicole & Aileen helped me plan everything.  They are both great.  I arrived at the location and ...
cancelation,cancelation,6,6,review_068f16e9ef0eaae251704aeb :: Horrible experience when the third party booking company doesn't communicate with the actual servicing company. And the policies of the booking company don't apply with the servici...
percentage,percentage (名词),6,6,"review_5a3d2146bbb023cf84e07ffe :: Sort of a bummer; felt ripped off. Had paid for the glacier landing flight but when we got up there it was too dangerous to land.

Totally understand weather and safety concerns, a..."
diving,diving (名词),6,6,"review_c9bc939dea0b41887725b145 :: I have travelled to a lot of places and done a lot of things (sky diving, white water rafting, bungee, etc) been to europe, asia and south america, I have to say this was the best ..."
aero,aero,6,4,"review_00e2633986f873623596db6a :: In July, I did the glacier landing tour. My pilot was excellent. Weather was gorgeous - very clear day and resulting clear views of Denali mountain range. Their shuttle picked me u..."
delaying,delaying (动词),6,5,"review_71517e3ce817f415e63930fa :: Our flight over the Grand Canyon was spectacular and is one of my top travel experiences ever!  Our scheduled flight had to be canceled because of weather, but luckily there was ro..."
upwards,upwards (副词),6,6,"review_652fa629870fe6e1e2daf006 :: Our original flight around Denali and a glacier landing was not possible due to the weather conditions (they had only been able to fly minimally the previous two weeks), but  K2 of..."
stickers,stickers (名词),6,6,"review_98852b309db6256b174682f7 :: My husband and I signed up for this flight seeing tour as part of our Alaskan tour/cruise vacation. It was recommended by others and the price was reasonable.
Pros: Clean, well mai..."
carrier,carrier (名词),6,6,"review_526872010622e992574376ef :: I fly back and forth often to the San Juan Islands and NW Seaplanes is my carrier of choice. Great staff, easy to book and always get the flight time I want. Love the pilots as the..."
ceremony,ceremony (名词),6,4,"review_870389198ee0832f606a41ff :: My fiance and I worked with K2 Aviation to plan our private ceremony in the Alaska Range. While the weather made us wait a few extra days, it was defintely worth it! 

Everyone fro..."
pressed,pressed (动词),6,5,"review_d7ac38f07bd2849e4ec7534d :: My fiance and I spent two days hiking the Kesugi Ridge, staring at Mt. McKinley and decided once we got off the trail, we wanted to see McKinley up close and personal. We're pretty..."
vegetarian,vegetarian (名词),6,6,"review_29dba3b6980137fd3b356932 :: We did the Scenic Canyon River Adventure today and it was amazing!  It's a really long day (13 hours, start to finish) and not cheap, but it was completely worth it.  
It started w..."
thunderstorm,thunderstorm (名词),6,6,"review_118b7f92da125402d04f0d59 :: This flight will leave you speechless. It provides incomparable, incredible views of the Grand Canyon.
The flight itself was smooth (despite the thunderstorm!) and a really nice in..."
detoured,detoured (动词),6,6,"review_abb78201714fed1e189fb212 :: After several days of rain, we were driving into Talkeetna to take the Hurricane Turn train, but as we topped the hill leading down into town, we were stunned to see clear skies ov..."
gems,gems (名词),6,6,review_8b057101f491fb760b653664 :: K2 Aviation Pilot Chad Smith and his De Havilland DHC-2 Turbo Beaver delivered us an incredible aerial tour within one of Alaska's gems: Denali National Park. Our glacier landing w...
content,content (名词),6,6,"review_490c8ecf885f76429e319219 :: My Canyon Spirit  helicopter tour was part of a 2200 mile motor trip including Zion, Bryce, Monument Valley and Page.  The decision to view the Grand Canyon by air instead of hikin..."
whichever,whichever,6,6,"review_40275a93d2bab77bd71e5ae8 :: My wife and I walked into the K2 building at about 05:30 PM without reservations, and within 30 minutes were on our way to Denali.  We flew with another couple in a radial-engined ..."
hurricane,hurricane (名词),6,5,"review_abb78201714fed1e189fb212 :: After several days of rain, we were driving into Talkeetna to take the Hurricane Turn train, but as we topped the hill leading down into town, we were stunned to see clear skies ov..."
royalty,royalty (名词),6,6,review_692587674d500402c6ccd7c5 :: Until you've experienced this with K2 Aviation you cannot comprehend what seeing and almost touching Denali is all about. K2 treats you as if you are royalty. I highly recommend yo...
frugal,frugal (形容词),6,5,"review_d7ac38f07bd2849e4ec7534d :: My fiance and I spent two days hiking the Kesugi Ridge, staring at Mt. McKinley and decided once we got off the trail, we wanted to see McKinley up close and personal. We're pretty..."
summers,summers (名词),6,6,review_61dad22e7dff7839006c369d :: It’s a must visit experience. It’s off season in winters but less crowded peaceful and serene. I assume summers are the best but then if you enjoy lot of company it’s the season to...
spontaneous,spontaneous (形容词),6,6,"review_850981dd89d9cd08e72e729f :: For a person who always wants the window seat when flying commercially, this is a dream come true! Everyone has a window seat and a view that is beyond imagination. Clouds won't bl..."
drinking,drinking (名词),6,6,"review_2eed3b7e698f3fb12c964058 :: My buddy and I took the Scenic Airlines tour that flew down into the Grand Canyon, winded through Antelope Canyon, and ended with a float down the Colorado River. The staff were kn..."
cave,cave (名词),6,6,"review_7fdb924ff5d7a9a811140627 :: We arrived in Talkeetna with a Summit tour with glacier landing booked. Unfortunately, Denali had other plans, weatherwise, so K2 allowed us to push our reservation to the followin..."
climbs,climbs (名词),6,6,review_6a8a1ac71cae8ff139044730 :: K2 dedication to fulfill your needs as a customer is beyond expectation. For years they have been helping me and my climbers get to the destinations we want in order to do our clim...
flys,flys (名词),6,6,"review_3a7fd2f46b71cb61760e6afe :: This was my second time taking a seaplane tour in Ketchikan. Being a pilot myself, I love getting a ride in a DeHavilland Beaver, great airplane! Our pilots name was Ryan, very per..."
inquiries,inquiries (名词),6,6,"review_38726fbf15fea6ee0b2055ab :: First of all book with another airline ,there's lots.We booked our trip through the web and were told to meet at the sunshine sign outside the tourist information centre in Ketchik..."
suffice,suffice (动词),6,6,review_9d991aa8a8290023e61cd480 :: Our one hour flight on K2 into the mountain area near Denali will stay with us for the rest of our lives. The pilot was exceptional and the sites difficult to describe in the space...
beautifull,beautifull,6,6,review_7b6bb5453de07d86dbceca9a :: We arrived by the Millenium cruiseship and booked this tour. We made a flight in a small floating airplane with total 6 including captain. We made a terrific flight over the mounta...
radioed,radioed (动词),6,6,review_8d450cd917f12554c6269082 :: We booked as part of our Princess CruiseTour and we were NOT disappointed. Initially the cost seemed a little pricey but after going it certainly was worth it. They operation is lo...
