user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type,aspects_found,aspect_count,aspect_Scenery,aspect_Pilot,aspect_GroundStaff,aspect_CabinComfort,aspect_Safety,aspect_Weather,aspect_PriceValue,aspect_ServiceRecovery,aspect_Companion,aspect_LifetimeExperience,incongruence_type
disneynut1974,"Poole, UK",5,Oct 2015 • Couples,Pricey but ABSOLUTELY worth it.,"As my first helicopter flight i was nervous, but the staff and our pilot Keith put me at complete ease.  The helicopter was a 6 seater with good all round views.  The ride was incredible, and the views equally so..

Travelled to the Grand Canyon Skywalk (platform over the edge) which was spectacular then flight back over the Strip.  Private transfers arranged by Mavericks to and from the hotel.

A complete must !!",Couples,0,2015-10-11,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Poole,,United Kingdom,0,73,417,5,2,0.0287769784172661,0.9029,0.149,0.02,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,Helicopter,"['Scenery', 'Pilot', 'GroundStaff', 'Safety']",4,1,1,1,0,1,0,0,0,0,0,Minor Local Noise
niall s,Ireland,5,Jul 2015 • Couples,worth doing,i enjoyed the views obviously well worth doing if you are in vegas picked up early from the hotel no big delays. Very professional pilot would definitely recommend to anyone only drawback is the price its expensive,Couples,0,2015-10-09,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,,,Ireland,0,37,214,2,0,0.0046728971962616,0.8519,0.28,0.049,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'PriceValue']",3,1,1,0,0,0,0,1,0,0,0,Type 5: Price Concession
70chev,"Saskatoon, Canada",5,Oct 2015 • Couples,Take 3 things off your bucket list,"in one word,AWESOME.4 hour tour that takes you to the Hover dam and the Grand canyon.Helicopter ride,Hover dam and Grand canyon are now off my bucket list.very professional pilots.felt totally safe all the time.we took about a thousand pictures.It is a little expensive,but totally worth it.our pilot was Kevin very friendly guy.This was a highlite of our trip to vegas.",Couples,0,2015-10-07,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Saskatoon,,Canada,0,60,370,7,0,0.0405405405405405,0.9276,0.219,0.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,Helicopter,"['Scenery', 'Pilot', 'Safety', 'PriceValue', 'LifetimeExperience']",5,1,1,0,0,1,0,1,0,0,1,Pure Positive Baseline
Neeceyrose,"Newcastle, Australia",5,Oct 2015 • Couples,Just Awesome!,Took the early morning flight with champagne breakfast in the Canyon included.  Totally professional company.  Our pilot (Matt ) was great.  Just do it!  Worth every dollar!!,Couples,0,2015-10-05,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Newcastle,,Australia,0,27,174,2,3,0.0402298850574712,0.8433,0.283,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'PriceValue']",3,1,1,0,0,0,0,1,0,0,0,Pure Positive Baseline
Bob T,"Shoreview, MN",4,Sep 2015 • Friends,"Beautiful Canyon Tour, but disappointing middle back seat","This tour was one of the highlights of the Grand Canyon trip and the first time either of the two of us was in a helicopter. One of us was seating in a window seat in back and I was seated in a middle seat in back. I'm not sure I would have booked if I had known I was going to be the only person of the six guests sitting in the back row in the middle (one seat was left empty)...a 45 minute ride for $300 bucks is worth it unless you don't have any clear view of the canyon. My travel partner was thrilled and got some great photos, but I was disappointed.",Friends,0,2015-10-05,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Shoreview,MN,United States,1,116,558,8,0,0.0197132616487455,-0.0703,0.068,0.062,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Helicopter,"['Scenery', 'CabinComfort', 'PriceValue']",3,1,0,0,1,0,0,1,0,0,0,Type 1: Local Friction - Overall Positive
smithnz,"Christchurch, New Zealand",4,Sep 2015 • Couples,Grand Canyon highlight,"We booked prior to departing for the USA.  Upon arrival at Grand Canyon the hotel phoned Maverick to confirm our arrival and details as requested.  You need a car to get to the 'airport' and from Grand Canyon City it is the 2nd entry road.  I mention this as there were people booked to come on the same trip we did but never made it in time due to going to the wrong place. We give Maverick 100% for waiting until the exact time that we were meant to depart, thus giving them all the time needed to catch the helicopter. 
For us it was a win as our flight had 4 people, so we  got front row seats.  Seating is decided by the pilot on he basis of weight distribution.

The views are beyond expectation once you are reach the canyon.  Words are inadequate to describe what your eyes are taking in, so I am not going to attempt to do it.

The helicopter trip is awesome as well, and much better than a small aeroplane in my opinion.  It has made me quite a fan of helicopters.",Couples,0,2015-10-04,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Christchurch,,New Zealand,0,189,974,3,0,0.0225872689938398,0.9652,0.14,0.037,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,Helicopter,"['Scenery', 'Pilot', 'CabinComfort']",3,1,1,0,1,0,0,0,0,0,0,Type 1: Local Friction - Overall Positive
elfordleigh_10,"Plymouth, UK",5,Sep 2015,AMAZING SIGHTS,"What an experience ,not to be missed . This is not a cheap day out but you cannot miss this opportunity to witness such a fantastic experience it is an unbelievable sight . We were promptly picked up from hotel reception and then taken to heliport ,given a safety brief then off to the helicopter ,pilot was fantastic very informative throughout the trip ,very very professional .Flew over hoover dam into the Grand Canyon landed in the canyon, champagne picnic flew back  over the strip what an unbelievable day AMAZING",Unknown,0,2015-10-04,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Plymouth,,United Kingdom,0,90,520,2,0,0.025,0.9902,0.342,0.0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,Helicopter,"['Scenery', 'Pilot', 'GroundStaff', 'Safety', 'PriceValue']",5,1,1,1,0,1,0,1,0,0,0,Pure Positive Baseline
ISR_TR,H,4,Sep 2015 • Family,Try not to sit in the middle back seat,"We took the flight from Tusayan airport. Our pilot Ben was great – informative and amusing. The views are spectacular of course. But one of us was seated in the middle back seat and had a limited view. They say seating is determined automatically based on your weight but as helicopter veterans I know there's always a place for ""tuning"". So talk to them to make sure you don't get that seat.",Family,0,2015-10-04,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,H,,Unknown,0,72,392,9,0,0.0229591836734693,0.7935,0.137,0.031,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'CabinComfort']",3,1,1,0,1,0,0,0,0,0,0,Minor Local Noise
Hugh M,"Norwich, UK",5,Sep 2015 • Couples,Fantastic,"From start to finish an awesome trip to a natural wonder of the world. Good flight to the canyon and wonderful helicopter ride over it. Very informative from all staff and guides made this a fantastic trip. Only criticism was an advertised gourmet lunch turned out to be an average sandwich,crisps cookies and water! Notwithstanding a wonderful day out well worth the cost.",Couples,0,2015-10-04,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Norwich,,United Kingdom,0,63,373,1,1,0.0134048257372654,0.9703,0.321,0.037,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,Helicopter,"['Scenery', 'GroundStaff', 'PriceValue']",3,1,0,1,0,0,0,1,0,0,0,Minor Local Noise
wild_oz,"Brisbane, Australia",5,Oct 2015 • Solo,AMAZING! You can't get this experience any other way!,"The team of staff at Maverick run an efficient service! They are welcoming and guide you through the helicopter experience, regardless if you are a first time or an experienced flyer. 

Our pilot was fantastic! Thanks Jake. He was a wealth of knowledge and took the time with each insidiously guest to make sure everyone enjoyed themselves! 

Absolutely amazing experience! I'd do it again and again!",Solo,0,2015-10-04,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Brisbane,,Australia,0,66,400,9,5,0.0225,0.9782,0.319,0.0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,Helicopter,"['Pilot', 'GroundStaff']",2,0,1,1,0,0,0,0,0,0,0,Pure Positive Baseline
Michael S,"Bad Reichenhall, Germany",4,Sep 2015 • Couples,Einmaliges Erlebnis,"Wir hatten die Canyon-Spirit Tour mit Maverick um 9 Uhr morgends gebucht. EIne halbe Stunde vorab checkt man ein, unterschreibt die Sicherheitsunterweisung und gibt Rucksack etc. ab. Mitnehmen darf man nur eine Flasche Wasser und die Kamera. Wir hatten die beiden Plätze vorne neben dem Piluten, der uns nett begrüßte. Zuerst fliegt man 10 MInuten über den Wald, schaut nach Tieren und gewöhnt sich an das Tempo und den Helikopter, bevor es mit über 300 km/h knapp über die Kante des Canyons geht - dieser Moment ist unglaublich und man unvergesslich. Die nächste halbe Stunde verging wie im ""Flug"" , wir querten einmal den Canyon, sahen und den Zusammenfluss vom Colorado und little Colorado an und der Pilot erzählte etwas über den Gran Canyon. Dies ist auch meine einziger Kritikpunkt - der Enthusiasmus des Piloten und die Ausführungen zum Canyon waren eher mager und Massenabfertigung. Abschliessend konntenoch jeder schnell ein Bild mit dem Piloten zusammen machen - that's it!",Couples,0,2015-10-02,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,de,0,Bad Reichenhall,,Germany,0,159,983,2,1,0.0488301119023397,-0.9828,0.0,0.158,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot']",2,1,1,0,0,0,0,0,0,0,0,Type 9: Multilingual Lexicon Artifact
drbob66,Washington (state),5,Sep 2015 • Couples,Wow! Wow! and more Wow!,"We took the Canyon Spirit flight at 9am September 18.  We had great weather and a great flight.  Winds were calm and there was no turbulence.  I booked the flight for four people a couple of weeks before our trip.  The Maverick helicopters on this route seat seven passengers (3 in the front, four in the back seat).  I figured that this gave of a five out of seven chance of getting a good seat for my wife who is 5' 1"".  I did not want her to be stuck in a middle set in the back due to her height.  We checked in the morning of the flight and had to be weighed.  A person's weight is only visible to the person working behind the counter, so one need not feel embarrassed.  As luck turned out only one other person was scheduled for our flight so everyone got either a front or window seat.  Ben, our pilot, was knowledgeable about the area and spoke to us over the headsets throughout the flight, pointing out features and discussing history of the park.  He had a great sense of humor which made the flight more enjoyable.  He also paid attention to each passenger so that no one felt left out.  The views of the canyon were breathtaking especially when we first flew over the edge and the canyon floor fell away.  While the flight was not cheap, it was well worth the money.  It was the highlight of our 2 week vacation to Arches and Grand Canyon National Parks.  After the flight while purchasing photos and a DVD of OUR flight, my sister asked if they had a military discount since she and he husband were serving.  We were told no for the merchandise but were told the flight did.  After verifying the military ID, the staff went out of their way to manually reverse the charges for the already paid for flight and then charged the rate with a ten percent discount.  
Kudos to Maverick.",Couples,0,2015-09-30,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Washington (state),,Unknown,0,335,1795,5,0,0.0211699164345403,0.9531,0.101,0.036,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,Helicopter,"['Scenery', 'Pilot', 'GroundStaff', 'CabinComfort', 'Safety', 'Weather', 'PriceValue', 'Companion', 'LifetimeExperience']",9,1,1,1,1,1,1,1,0,1,1,Minor Local Noise
Bennyandfreddy,"Hamburg, Germany",5,Sep 2015,Maverick Helicopters is a great grand canyon experience - must do in Las Vegas,"We got there, checked in, they were very polite and the Helicopters were very comfortable. Please be punctual, otherwise your transfer will leave without you. 5 stars for Maverick",Unknown,0,2015-09-29,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Hamburg,,Germany,0,29,179,14,0,0.0223463687150838,0.7159,0.191,0.037,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Helicopter,[],0,0,0,0,0,0,0,0,0,0,0,Minor Local Noise
AZvacation2015,"Pittsburgh, PA",5,Sep 2015,Worth every penny and many more!,a thrill of a life time! One of the few things in life that you'd pay more than the asking price if they had you pay afterwards. The pilot was very professional and an excellent guide.,Unknown,0,2015-09-29,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Pittsburgh,PA,United States,1,36,184,6,1,0.0108695652173913,0.69,0.165,0.071,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,Helicopter,"['Pilot', 'PriceValue']",2,0,1,0,0,0,0,1,0,0,0,Type 1: Local Friction - Overall Positive
900Vegas55,"Tugun, Australia",5,Sep 2015 • Friends,Champagne toast,Celebrated my 60th birthday with a helicopter tour to the floor of the Grand Canyon with a friend. Our pilot Justin made it a pleasant and safe flight pointing out the scenic spots to take photos.  When we landed about 3500 ft above the floor of the canyon we were treated to champagne and nibbles.  Had time to take some more pics and flew on for a brief stop to take pics of Joshua tree.  We rotated seats which was great so everyone got to sit in front.  This was my first time  in a helicopter and I thoroughly enjoyed  the flight.,Friends,0,2015-09-28,10-1549_Marverick Helicopter_attraction_review_2025-02-27,0,en,1,Tugun,,Australia,0,102,535,2,0,0.0205607476635514,0.9744,0.226,0.019,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,Helicopter,"['Scenery', 'Pilot', 'CabinComfort', 'Safety', 'Companion']",5,1,1,0,1,1,0,0,0,1,0,Pure Positive Baseline
Wendy H,"Gosport, UK",5,Sep 2015 • Couples,Not a Bump in the Sky!,"We did pre-book (via Titan tours UK) and flew at 9 am, weighed and put into groups so you will fly with other people, 6 in our helicopter. You get pre-flight notes to read and a small life preserver to wear (scary) in case you ditch into the Colorado river!

The take off was so smooth, straight up and you skim above the trees. They pipe music into your headphones like from 'Top Gun' and your pilot also talks you through everything, landmarks, speed etc. It takes a good 5 minutes to get to the rim of the grand canyon and I was very nervous about this part as I had heard that the 'up draft' will make it bumpy or push you upwards but no absolutely no change in our flight.

You think you are hovering but get told your speed is 200 kph. The view from up top is unbelievable, you just do not grasp the size of this place otherwise.

I would say to anyone put a helicopter flight on your list of 'Must do's' for the Grand Canyon.

I would also mention that when we later visited the rim in the afternoon by bus it was quite windy, is morning the best time for a flight?",Couples,0,2015-09-27,10-1549_Marverick Helicopter_attraction_review_2025-02-27,1,en,1,Gosport,,United Kingdom,0,210,1072,6,1,0.0186567164179104,0.9214,0.106,0.041,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,Helicopter,"['Scenery', 'Pilot', 'CabinComfort', 'Safety', 'Weather', 'LifetimeExperience']",6,1,1,0,1,1,1,0,0,0,1,Type 3: Fear Transformation / Arousal
