tour_name,rating,fear_words,has_pilot,fear_sentence,pilot_sentence,full_text
Wings Over Kauai Air Tour,5,fear,1,I have a great fear of heights and was worried that I would have a panic attack and consequently make the plane return to the airport,"Upon our arrival Bruce, the owner and pilot, made us feel so at ease and welcome with true Aloha spirit | After they took our pictures in front of the plane we boarded I was lucky enough to sit in the co-pilot's seat and help with the pre-flight checklist","Amazing and exhilarating! . On our first day in Kauai, my friend and I took the Wings Over Kauai tour.  With great apprehensions, I agreed to get on the beautiful 6 seater plane.  I have a great fear of heights and was worried that I would have a panic attack and consequently make the plane return t..."
Wings Over Kauai Air Tour,5,"fear, scared",1,My husband has a fear of small planes so he was not so thrilled | Helicopters are loud and I was concerned that my kids would get scared so  chose the plane,Bruce and Jennie are lovely | Bruce is an amazing pilot,"Wings over Heaven. . Just read the last review and have to agree with every recommendation made. 
Book this first or a helicopter tour before you start the rest of the vacation so u  know what to do. We did and it was the best idea i had. Carry a light jacket. Its funny how cold it gets up there. 

..."
Wings Over Kauai Air Tour,5,nervous,1,(ie: air sick or nervous),""" but then we met Jeannie and then Bruce | Bruce kept us all engaged throughout the ride making sure every single person was awake and above all","Well worth your $$ . My wife booked up this trip and I must say at first I'm like ""ah, wouldn't a helicopter trip be more fun since we can hover over the mountains, water falls, ocean.... Etc etc?"" but then we met Jeannie and then Bruce. Ah, what a treat to meet them both. We didn't catch Ellen (wif..."
Wings Over Kauai Air Tour,5,"scared, afraid",1,Helicopter flights over Kauai seemed a little expensive and my wife wasn't so hot with the idea of flying in a glass dome with propellers (she's afraid of heights) | My wife told me that she wasn't scared at all during the flight,Ellen and Shane (the pilot) were extremely hospitable and our family had the entire plane to ourselves,Highly Recommended - Awesome Views of Kauai . Helicopter flights over Kauai seemed a little expensive and my wife wasn't so hot with the idea of flying in a glass dome with propellers (she's afraid of heights).  We opted with Wings Over Kauai and it was definitely the right choice.  Ellen and Shane ...
Wings Over Kauai Air Tour,5,nervous,1,We were were a little nervous with having our 15-month old son to go along but it was no to worry,Ellen and Bruce are very nice and made the whole experience great | The entire flight took about an hour and Captain Bruce told us about the island,Breathtaking . Prior to visiting Kauai we decided to book a small plane flight over the island.  We were were a little nervous with having our 15-month old son to go along but it was no to worry.  Ellen and Bruce are very nice and made the whole experience great.  The entire flight took about an hou...
Wings Over Kauai Air Tour,5,nervous,1,I was nervous about getting motion sick (like I did on a helicopter tour) and Marren stocked the plane with lots of things to cure motion sickness,Our five year old also had an amazing time she loved talking into the microphone and the pilot was awesome,"Amazing, the best flight on the Island . This was the best flight around the island hands down! They are the most friendly, professional crew around from booking with Ellen and working with Marren we couldn’t have had a better experience. I was nervous about getting motion sick (like I did on a heli..."
Wings Over Kauai Air Tour,5,fear,0,"Especially for those with motion sickness issues, helicopter fear, or those that want to see the same stuff for much cheaper, I wholeheartedly recommend Wings Over Kauai",,"Amazing view . Trying to be different between islands, we decide to take a small plane to discover Kauai, instead of the helicopter we booked on the Big Island.  This is a top notch outfit, as well, especially for those helicopter averse!  As with the helicopter, the views were breathtaking and the ..."
Wings Over Kauai Air Tour,5,afraid,1,The ride was smooth and really put me at ease considering I'm afraid of heights,"Bruce, Ellen, and Marin are truly the best | Bruce takes you on an amazing flight and gives you a Lot of history of Kauai and the trees and plants found all over the island","The best way to see Kauai! . Bruce, Ellen, and Marin are truly the best!  They make you feel so welcome and comfortable.  They are accomodating to your needs and very helpful.  Bruce takes you on an amazing flight and gives you a Lot of history of Kauai and the trees and plants found all over the is..."
Wings Over Kauai Air Tour,5,anxious,1,They were very anxious to make sure we had an enjoyable time,Bruce and his staff were fabulous from the start of the reservation right to the very end of the flight | The narrative that Bruce provides during the flight is informative and entertaining,What a way to celebrate an anniversary! . Bruce and his staff were fabulous from the start of the reservation right to the very end of the flight.  Everyone was so personable and enthusiastic.  They were very anxious to make sure we had an enjoyable time.  The narrative that Bruce provides during th...
Wings Over Kauai Air Tour,5,afraid,1,"I have extreme tendancy to motion sickness, so after hearing about helicopter tours from my friends, I was afraid I would have to pass on seeing Kauai from the air",The special windows on Captain Bruce's plane were great -- all of our pictures turned out perfectly,"Fly these friendly skies! . I have extreme tendancy to motion sickness, so after hearing about helicopter tours from my friends, I was afraid I would have to pass on seeing Kauai from the air. Then I read these reviews in Trip Advisor. There is a reason Wings Over Kauai is the number 1 attraction li..."
