word,chinese_translation,stage_origin,frequency_2500,review_count_2500,example_context
interaction,interaction（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_867c2a2af7cf3033fc36828a :: We enjoyed the beautiful views of the glaciers. Was disappointed that our pilot didn't give us any narration or information about the history and geography of the land and we were ...
kindness,kindness（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_993985c342753f81a2cd36de :: Knowing that my wife, Valerie, wouldn't consider a helicopter experience over the island, (neither would I) I researched WOK and talked her into the flight.  WOW!  We totally enjoy..."
laid,laid（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_c919af3bb8a3cb9c8f3d82a0 :: I bought a private flight as a birthday gift for my husband and we had a fantastic time. We had a friend who came along for the flight as well. The pilot was awesome, friendly, eas..."
lasts,lasts（名词/物理实体）,Stage 1 (500 Discovery),4,3,"review_2a5d985709d9161c55eb8f32 :: We wanted to visit the Napali Coast, but it's only available by air or boat.  We looked into the boat cruises.  The one we looked at started at 8am and would take 5 hours.  There w..."
layout,layout（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_b2bb2560cd98db474ce2cbd6 :: This trip was awesome and reasonably priced. The pilot was energetic and offered tons of information about the island (I am always impressed when people can maintain a high level o...
learning,learning（名词/物理实体）,Stage 1 (500 Discovery),4,3,review_f225a6425587ab65f3221474 :: Had a great flight with Wings Over Kauai. I really liked the personal touches that Bruce and Ellen added.  When I arrived a was given a shell necklace and flower to wear behind my ...
lessons,lessons（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_e83a9bc682b158918ad0f243 :: Take the little Cessna, ask Bruce for the right seat, have your partner sit in the back (very comfortable and windows on both sides), and do a mixture of a tour, sightseeing and fl..."
lets,lets（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_585fd4de71474864f99ab2f5 :: I had taken a family summer trip for a half hour seaplane with lake landing. The pilot had a terrible and rude attitude and was not willing to provide any conversation. He seemed t...
listened,listened（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
logistics,logistics（名词/物理实体）,Stage 1 (500 Discovery),4,3,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
lunches,lunches（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_54ae5b5d8364deffe47809c6 :: My husband and children (18,19) had a great time on this trip!  The early morning plane ride was terrific, and as we had read before, it’s best to sit on the left side of the plane..."
luxury,luxury（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
magnificence,magnificence（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_a16674769364bddb39438f8b :: Very rarely am I rendered speechless. But when I was recently surprised with a Westwind adventure to the Grand Canyon, that’s exactly what happened. From the moment we arrived and ..."
maintenance,maintenance（名词/物理实体）,Stage 1 (500 Discovery),4,3,"review_f5ff83b24533166f9a04eddb :: Terrible experience, don’t recommend. They schedule flights every 30 mins and don’t do maintenance between flights. When we arrived this super young pilot comes out in shorts and f..."
map,map（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_2c1a37640a6578dcad237166 :: We went on the Base camp flight 2nd of June 2012, our pilot was Tyler. Firstly to you Tyler....AWESOME Mate never felt so safe in a small plane before, your expierience was evident..."
mask,mask（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ..."
minded,minded（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_6d89a83a7e6c40e34fc3fabb :: From start to finish, our flightseeing tour from Talkeetna to Mt. McKinley, landing on Ruth Glacier was jaw-droppingly wonderful. I've lived in Alaska for almost 40 years and thoug..."
mine,mine（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_ae3359d7d7cf2f75db2d5d31 :: Just read the last review and have to agree with every recommendation made. 
Book this first or a helicopter tour before you start the rest of the vacation so u  know what to do. W..."
minor,minor（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
missing,missing（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_af98c8cc4e2124c9b58818f6 :: We did the Grand Denali tour with a glacier landing on a cold, rainy Sunday morning. Getting to the airport is easy, checking in was quick, and the prep fort he trip was simple. I ..."
mixed,mixed（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_3e49c04ea9e77e714a81cdfb :: I grew up here in Portland and went to the gorge every weekend basically. I’m as Oregonian as you can get, my blood is green, stumptown coffee infused and mixed with rain. I though..."
mobility,mobility（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_1fa7165b9d72f62ae2c32edd :: The family and I took the Denali flight which landed on the glacier near the pilots house on the mountain. Stunning views of course and we got lucky with a beautiful sunny day. 

T..."
movies,movies（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_ef7bbe16ce33d90360beda5a :: Everyone that greeted us there was very friendly. Our pilot (Josh?) was very knowledgeable of the land history and movies that had taken place there. Although we had very clear sky...
narrator,narrator（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_e0d4177111a512725ecee24d :: I have to share my experience this morning. I took my Very First Flight Ever a couple of hours ago and did it through RedTail Aviation in a 6 person plane. I was so nervous before ...
nausea,nausea（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_2b9c272ff392f8ee6495f4ba :: It was an amazing, once-in-a-lifetime experience for me and my partner and we were so glad we chose to go with a plane instead of the helicopter tour. We were able to see all of th..."
newer,newer（客观属性词）,Stage 1 (500 Discovery),4,4,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
niece,niece（名词/物理实体）,Stage 1 (500 Discovery),4,3,review_bfe1fe6daa085ed9bbdf7cc7 :: My niece had taken a helicopter tour of Kauai and impressed on me that it was the only way to see the beauty of the island. My family and I decided to go with Wings over Kauai main...
nights,nights（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_10e68422b6a984d268d5ab67 :: Exactly the tour I wanted - as a solo traveler got to sit in the right-hand seat with two other couples behind us - after departing the airport you do a (general) clockwise circle ...
normal,正常的 / 常规的,Stage 2 (2000 Expansion),4,4,"review_a621d61d85c6d1941fd94167 :: Our Misty Fjords tour was a boat ride from Ketchican to the fjords, with a return by small plane.  The guides on the boat were informative and nice.  

The pilot seemed highly skil..."
observe,观察 / 观测,Stage 2 (2000 Expansion),4,4,review_070ee4f098f77e73ea379e77 :: The most beautiful flight ever! Got to see some of the sights never seen or accessible from the ground or on most helicopter tours. Pilot was very informative and really knew the i...
okay,okay（名词/物理实体）,Stage 1 (500 Discovery),4,4,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ..."
opened,开放的 / 开启的,Stage 2 (2000 Expansion),4,4,"review_595f81fdcb4253cda3ff9c0e :: It was the highlight of our trip!  Amazing views, and we were given 20 minutes or so to walk around on the glacier, which was incredible.  Plus, we got to see Denali right up close..."
optimum,最佳条件 / 极佳,Stage 2 (2000 Expansion),4,4,"review_b58283299c24c1f0a7262592 :: I am an instrument-rated pilot from Texas.  My first concern is safety.  The TAT planes and equipment and first class, maintain like new, and in excellent condition.  Our pilot, Mi..."
orange,orange（名词/物理实体）,Stage 1 (500 Discovery),4,3,"review_88502161ff9ad68f73b4c322 :: Took the Canyon Adventure tour that consisted of a plane ride early AM over the canyon, walk into Antelope Slot, and float ride down the Colorado River.  Expensive, but hands down ..."
organisation,organisation（名词/物理实体）,Stage 1 (500 Discovery),4,4,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
oriented,oriented（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_9323726f1f265344924f0b22 :: We booked Tour C and were completely satisfied with everything. Our pilot Piero was highly professional, very polite, courteous, customer-friendly and service-oriented. The airport..."
originated,originated（过程/动作动词）,Stage 1 (500 Discovery),4,4,"review_f513ccad486e4e6b27890911 :: Unsurpassed professionals guiding you to a ""once in a lifetime opportunity"" to see both Sedona and The Grand Canyon from the comfort of an airplane.  Fire up the GoPro for this adv..."
