word,frequency,review_count,example_context,is_emotion,reason
extolled,1,1,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ...",True,sentiwordnet_score
fab,1,1,review_93edde89556ac2c4ba88b280 :: What great hosts Ellen and Bruce are for this flying excursion. They obviously enjoy what they do. A fab way to see they island and learn from a local about the history and what it...,True,sentiwordnet_score
fabian,1,1,"review_322ce443ca5548046e11669c :: I met my husband in Miami at the end of his business trip and he surprised me with this excursion! The meet up for the Sea Plane is at the end of a gravel road near a marina, since...",True,sentiwordnet_score
facing,1,1,"review_8ceddeaacd0a802fbb1fb5df :: Matt, our pilot, did a great job. Our flight was over Denali and the entire South facing range. The base operations were efficient and staff well trained....",True,sentiwordnet_score
fail,1,1,review_ff282b470223120e69c6a4b8 :: This flightseeing trip was the pinnacle of 2 weeks of amazing experiences.  Words and pictures fail to convey what a flight around McKinley is like. I thought that upon landing my ...,True,sentiwordnet_score
failing,1,1,"review_77341391cb13d175af149c1d :: My wife is not a good flyer, even on a 767, let alone a little Cessna or the like. There was no way I could get her on a helicopter tour, so the doors off experience wasn't going t...",True,sentiwordnet_score
faint,1,1,"review_301487c14ea1cd33ccc8039b :: Our family had a great time on the combination tour including a flight over the Grand Canyon, a walk through Antelope Canyon, and a float trip down the Colorado River.  The trip wa...",True,sentiwordnet_score
false,1,1,"review_d89c114dd0974c648044ff65 :: This is a great way to see Kauai that is more economical than the helicopter tours, about half the price.  Book online to save, you'll get DVD free, although not of your actual pla...",True,sentiwordnet_score
familiarity,1,1,review_f0e662a3504510a954b64744 :: A highlight of our trip to Alaska was flightseeing with Steve of SeaWind Aviation.  We chose SeaWind instead of the cruiseship's tour and were delighted with our decision.  Our fam...,True,sentiwordnet_score
fantasy,1,1,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma...",True,sentiwordnet_score
fat,1,1,"review_a5656605bf7e6118c9e9cc30 :: I'm a local, and I won this flight off of the radio.
Making reservations was a breeze, they had plenty of seats available. Their webcam made it easy for me to monitor the weather b...",True,sentiwordnet_score
fatality,1,1,"review_0cf8290af6a3504f8b5f33d9 :: We had a wonderful time on our flight with Wings Over Kauai! I had looked at helicopter tours as well, but we chose a fixed-wing flight because it's far safer (check out Kauai Unde...",True,sentiwordnet_score
faulting,1,1,review_47ae7fda6d08d6d0b0293f6d :: Scheduled a glacier landing on a warm and sunny day but when we arrived at the landing site the pilot was leery of the local conditions. We are not faulting the experience or the p...,True,sentiwordnet_score
faulty,1,1,review_392a53ec2d555818303675b4 :: Wonderful aerial tour of this beautiful island. Our pilot was great. My only issue was a faulty headset so I missed a lot of the in-flight narrative....,True,sentiwordnet_score
favor,1,1,review_433ee9cdb612a1be49d51792 :: Wow! A must do when you are even near the Miami area. I moved to Miami in 1984 and I now live about 90 miles north of Miami. This is a must do and do yourself a favor and take the ...,True,sentiwordnet_score
favorable,1,1,review_b802e336f8468eebf1ef047a :: Our McKinley tour with a glacier landing with Talkeetna Air Taxi was the highlight of all the many things that we did on our visit to Alaska.  We chose TAT because of the reviews w...,True,sentiwordnet_score
feared,1,1,"review_b4defed8dabe04d3de367e4c :: Awesome service. Our pilot, Bruce, made a point to keep track of all our names and interacted with each of us by name throughout the flight. A very nice touch. We actually flew thr...",True,wordnet_verb.emotion
feat,1,1,"review_0917d8623f4e90596a7ec3bf :: I have never flown in a 6 seater plane, was very nervous but knew if the weather was clear that I must do it. The sun was out, our pilot Leeann is a 3rd generation woman pilot and ...",True,sentiwordnet_score
featured,1,1,review_abaf5c97739b36311cf3cf8c :: We chose to fly with Wings over Kauai because their rates were very competitive (especially compared to the helicopter tour with the Pride of America!). I was greeted with a kukui ...,True,sentiwordnet_score
feed,1,1,"review_ed4ac2a77e08629545e6ce8d :: My husband and I took a flight with K2 Avation from Talkeetna into, around and through the Alaska Mtn Range that will forever be in our memories and our photo album and our screens...",True,sentiwordnet_score
final,1,1,"review_5fae50970794d683aa609b40 :: We absolutely loved our flight with our pilot LeeAnn. I was nervous about flying in a small plane, but she was so experienced, confident, and knowledgeable. Her narration was perfe...",True,sentiwordnet_score
fired,1,1,"review_c47a8f0a85e514d042ad1889 :: Though TAT doesn't *need* more praise, my experience with them was simply so phenomenal that I have to give them yet another Excellent review. This is a top-notch company with some...",True,wordnet_verb.emotion
firm,1,1,"review_0f072aa75be5e880f7274946 :: This was something we wanted to do the entire trip and searched long and hard for the right one. After doing our research, we decided on Air Ventures and we were not disappointed!!...",True,sentiwordnet_score
flash,1,1,"review_6ef58810689aa0e845f29436 :: Our group had bad weather (flash flood warning) the day we were supposed to do the plane ride. Fortunately, the rescheduled day worked out and we had an amazing view of the island ...",True,sentiwordnet_score
flood,1,1,"review_6ef58810689aa0e845f29436 :: Our group had bad weather (flash flood warning) the day we were supposed to do the plane ride. Fortunately, the rescheduled day worked out and we had an amazing view of the island ...",True,sentiwordnet_score
flooded,1,1,"review_fe566c581798d89f19f642e5 :: My husband and I were rained or otherwise ""bad-weathered"" out of every adventure we planned on Kauai.  Couldn't hike Kalalau due to the river crossing being flooded. 
Couldn't kaya...",True,sentiwordnet_score
flop,1,1,review_35ec6803cedb11c1ad7a28f5 :: My wife and i did the 30 minute plane ride and this was way too short.  We should have done the hour or two hour as time went by so quickly.  You really do appreciate things when y...,True,sentiwordnet_score
focussed,1,1,"review_33d5b1cdc1227cc5b314729d :: My wife and I had the pleasure to enjoy the highest level of flight and customer experience with Jill and Ray from AirVentures. When the weather wasn‘t great on our first flight, t...",True,sentiwordnet_score
fold,1,1,"review_8fb066ad7639370994f1058d :: Seeing the Grand Canyon from the rim is awesome enough, but flying over it adds another dimension. 25 minutes for $245, but worth it to see the folds and colours of the rocks in th...",True,sentiwordnet_score
fond,1,1,review_43e2704a338ca38d38a0b8a7 :: Seeing the Garden Island from a plane with a pilot as cool and knowledgeable as Bruce is one of those experiences that will always be a fond memory. We highly recommend seeing Kaua...,True,sentiwordnet_score
foothill,1,1,"review_fc7698dd14124b45f570dcbd :: This was supposed to be the ""cherry on top"" for our family Alaska trip, since our daughter is a mountain girl and pilot. Due to weather, we weren't able to fly as high as planned, ...",True,sentiwordnet_score
ford,1,1,"review_d66e90566721eb43ce156304 :: I choose to fly with Sea-Wind on my Alaska trip last year, they are a wonderful family run operation, Steve and Leslie are the best. As a former pilot myself, Steve is an excellent...",True,sentiwordnet_score
foremost,1,1,"review_b98a8c7a635b5573302508d8 :: Outstanding and reasonably priced (compared to the helicopters). We saw all of Kauai, especially the Na Pali coast. Try morning tours, weather is always foremost. Only 6 people per...",True,sentiwordnet_score
forgetting,1,1,"review_5f4e671ccad47d143fc7d8c4 :: First time in a small plane but wow! what an experience. Very friendly service right from the emails with Ellen that arranged the trip, through the free pick up and drop off servic...",True,sentiwordnet_score
forgive,1,1,review_6a47be99fb4fa07329ef3cce :: WORST EXPERIENCE EVER !! We booked the Red Baron biplane at least 8 months in advance through a well known tour operator in Hawaii. On the day before we were to take the tour as a ...,True,sentiwordnet_score
forgo,1,1,"review_b4dab5b5520ebba45ff84b9e :: Original plan was to fly around Denali and land with glacier landing.  Weather did not cooperate and we had to take a shorter route and forgo the landing but, the trip was very wel...",True,sentiwordnet_score
formal,1,1,"review_e1281af34725779a02dd4420 :: Fun, friendly, a little less formal than the published brochure. Photography through a window is tough do to glare off glass - you will wind up with a reflection of yourself in mos...",True,sentiwordnet_score
formidable,1,1,"review_aeffe92844e0341d0482bf45 :: A truly exceptional experience to fly above one of out planet's greatest wonders.
They are a highly professional team and courteous to boot.
With trepidation I embarked on the jour...",True,sentiwordnet_score
forthright,1,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther...",True,sentiwordnet_score
frankly,1,1,review_0b5b314e6afb25f8dff5666d :: We had only one day in Kauai while visiting the islands on a cruise.  I had read these reviews and so booked the flight for our group of 4.  I am so glad I did!  They could not be ...,True,sentiwordnet_score
freak,1,1,review_88233bbf2cf1d5676ac5babe :: Jim was our pilot.  This flight is everything you read about.. but it is the way that Jim did it that made you feel like you were experiencing what Alaskans see and do every day.  ...,True,wordnet_verb.emotion
freaked,1,1,"review_a19752fc168832cd2f61f8a0 :: It was fantastic we had a beautiful clear day.  The pilot was amazing, I was some what freaked out flying in a small plane but he flew with grace!   Landing on the glacier was the ...",True,wordnet_verb.emotion
freaking,1,1,review_90ae941636917345fd7de0d3 :: We had a very limited amount of time in Alaska and wanted to maximize it. I've never done a flight tour but thought it was our only chance to see Denali. We drove to talkeetna gett...,True,wordnet_verb.emotion
