word,frequency,review_count,example_context
canvas,1,1,review_a0451f183417eb4858d9b481 :: I know there are going to be individuals who are reading this review who are considering their options in exploring the island of Kauai. So when you read this please consider this ...
canyonland,1,1,review_9ef1b20d2217bf4c304972a3 :: We took the morning flight to see Canyonland and Arches National Parks.  It was great    We we’re saying “wow” the whole trip.   Our pilot was James and he was courteous and even w...
capacity,1,1,review_be8faf48d8d937ed7f366e98 :: K2 Aviation is a super friendly and well-run organization. Views were amazing. So glad my teenage kids got to really see a glacier for what it is. We'd talked about them so much on...
capitol,1,1,"review_5f16e9601e121e53110a2a77 :: We were visiting our son in Moab, and he gave us a Redtail tour as a gift. Chris was our pilot, and he was amazing. He was extremely knowledgeable. He knew so much about the geolog..."
career,1,1,"review_2a67dff0977ab1e1a6ec02e2 :: Kauai really can only be appreciated in its entirety from the air.  Ellen's ""Wings Over Kauai"" accomplishes the mission with safety, competence, and a keen appreciation for the cus..."
carefree,1,1,"review_e79cf3a7f8937f62d92afb5c :: A full day adventure visiting the west side of the Grand Canyon. Ryan, our pilot and guide, was very knowledgeable and super nice. Seeing a part of Arizona from above was interesti..."
caribbean,1,1,"review_8a63b81694c8be2bdcc94b18 :: We toured the island of Kauai, Hawaii in a small plane which held six passengers. We covered the island as the pilot pointed out magnificent areas of beachfront, the island's own v..."
carrier,1,1,review_e8e54db8c91db857ebfe7217 :: The hotel booked a flight for my Husband and I through another plane carrier.  We arrived at 11 for our 11:30 departure to find out they had engine troubles at 8 that morning and c...
carter,1,1,"review_da71c771f3b88bd4bcae12e6 :: First time to see Kauai from the air and we so enjoyed the breathtaking views of this beautiful island. Carter (Bruce's son), & Thomas (friend) got us all checked in & prepared for..."
cartwheel,1,1,review_4d001effdefacb7e3c5bc1db :: Our pilot Jonathan was so nice and informative.  We took an 1 1/2 flight tour with a 1/2 hour glacier landing on Ruth's Glacier.  Weather was great and we even got to see McKinley....
cascading,1,1,review_918590dd0dd8a20250051d70 :: We will never forget the experience we had as Eric sailed us through the skies over Maui while the setting sun illuminated the beautiful colors cascading all around us. Eric was pa...
casey,1,1,"review_c646516dd95ec966f33f9c85 :: My wife and I flew with Eric our pilot over Kauai and had the most wonderful time, Eric is very knowledgable and has a great sense of humor. All the office girls are wonderful also..."
cast,1,1,review_70df274c833981b998eb4917 :: We thoroughly enjoyed our one hour flight over this beautiful island. Our pilot Kevin was great. Lots of commentary so we knew what we were looking at. He told us a little of the h...
castle,1,1,review_cd99fa7cf0b86078e979d2af :: Having come to Moab on and off for 40 years we finally tried an aerial tour last year as a great for my 79 year old dad.  It was a spectacular trip then.  So much so that dad paid ...
cataract,1,1,"review_75641bef58cb9100b17a4ffa :: Took our return trip back to Moab from Lake Powell after 4 days of rafting on the Colorado through Cataract Canyon. George was our pilot and was very friendly, professional, and kn..."
catered,1,1,"review_20b46b943de091e363cf940a :: Great!!! Steve was very active and responsive, and catered to my aviation interests. Molokai sea cliffs are one of a kind, must-go experience...."
catty,1,1,review_c1a3d665ab5d4d3e6f256dfb :: We booked the morning flight over Canyonlands NP before leaving Moab for Mesa Verde. It was a perfect October morning with clear skiy and no movements in the air. Our pilot was ver...
cautioned,1,1,review_8ee4a6bccff05f135f8789a2 :: This was the first stop on my Alaskan vacation and it was by far the most memorable.  A Talkeetna Air driver picked me up in this picturesque town (think Northern Exposure) and dro...
cautiously,1,1,"review_fad64ae50bf3442f53016b8f :: What better way to go view bears feeding than by float plane?!!!

Awesome experience flying in a float plane. We were all very tentative at the experience. Our pilot had a great se..."
cbi,1,1,"review_297816c223f0885e99c4fc19 :: For a first timer, nothing tops a fly over the spectacular sights of this island. And AirVenture did it best thanks to their exceptional ground and air staff. Our pilot Eric, who c..."
cc,1,1,review_23a113d11dbade10f436d4ed :: I specifically booked on K2 for their reviews. Flew 7+hrs from houston to anchorage and this was supposed to be my highlight for my trip. i was booked with K2 for sat 9/3 for a tou...
cecil,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
celebrity,1,1,review_5a1fdf0575f3c4d56b52b7cc :: What a trip! What a welcome from Ellen and Bruce. There was just Paul and I on board as passengers that 9am on 2nd January 2010. (Julia Roberts was boarding the private jet next do...
centerpiece,1,1,review_0ae0cc514123b97a33da9514 :: This was a bucket-list flight for my husband and me and the centerpiece of our trip/cruise to Alaska. We were fortunate to have Patrick as our pilot. He was experienced and very kn...
cereal,1,1,"review_536b1b9234e23b6b16bb16d9 :: We booked the River Adventure with Scenic Airlines, which consisted of a flight over The Grand Canyon, a jeep trip to Antelope Canyon, and then a gentle river raft down the Colorad..."
certified,1,1,review_76de317a35f6686a80c61d84 :: We took a flight around Kauai with Bruce (the owner/pilot) in the smaller Cessna 172 and had a great time.  I'm a student pilot and sought out WOK because Bruce is a certified flig...
cessnas,1,1,review_e02af59e8ace315980f632b2 :: My husband and I were one of the last flights of the day and we flew in the tiniest Cessna and I felt like I was knee-to-knee with our pilot. The Cessnas are specially modified to ...
cfis,1,1,"review_3d0e00b15b79bd546c9154d1 :: As a pilot, I heard about Air Ventures from another pilot friend and made my plan based on that recommendation.  This was definitely the way to go. Call them direct and make the re..."
chain,1,1,"review_3fabab1c18329fdb94e0581c :: The day before my Air Ventures Hi flight, I had an amazing conversation with a helicopter tour across the street. I was the 1st for the next tour which required 6 passengers. No on..."
chalet,1,1,"review_94b2ef2cfc26ea223a228079 :: What a fantastic tour. We were signed up for the Denali Grand Tour with Glacier landing. Due to the wildfires near Fairbanks, the north side of the mountain was smokey. It was a be..."
challengeing,1,1,"review_fb8713e90d49184e70fb129a :: We had flown around the Island on a previous trip by Helicoptor, but flying this time in the Bi-Plane was the ultimate experience.
I cannot priase Val at the front desk, or Kevin t..."
channel,1,1,review_ff282b470223120e69c6a4b8 :: This flightseeing trip was the pinnacle of 2 weeks of amazing experiences.  Words and pictures fail to convey what a flight around McKinley is like. I thought that upon landing my ...
chaotic,1,1,"review_55ac9eb57f418679510ed1e9 :: This was really difficult to rate.  The experience itself (flying around Denali and landing on a glacier) is a full 5 star experience.  If there was no other operator in Talkeetna,..."
chapel,1,1,"review_4cfbfd070d05b499dd977606 :: There are a few places in the world where pictures just don't work.  The Grand Canyon, the Sistine Chapel, the Dancing House of Prague to name a few.  What you will see on a glacie..."
charger,1,1,"review_41716a5751434d2a939a0149 :: Hawaii is a long flight that I've taken on other airlines... never again, when I go back it will be Hawaiian for sure.  Plenty of leg room, free TV,  cell phone charger on every se..."
chartreuse,1,1,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma..."
chauffeured,1,1,"review_389ef05347a1156d41434876 :: We decided to splurge during our visit to Kauai and booked a private flight on Wings Over Kauai's Cessna 172.  It was a bit more expensive than the group flight on the Caravan, but..."
cheapest,1,1,"review_642bbafb1e1acaeb7b792de8 :: Booked the flight and luau package on the phone (super easy to book), and got a reminder email and phone call the day before the flight. Location is easy to find (right after LIH m..."
checkout,1,1,"review_4768dcf354a32240c2d04616 :: Aside from the opportunity to soak in some gorgeous and dramatic views of the island, the whole-island tour was an especially enjoyable trip for a pilot. I had originally wanted to..."
cheerfully,1,1,"review_0eb891565b48a8217c71c654 :: K-2 Aviation is the best.   They are friendly and fun, while being professional at the same time.  Making a reservation was easy, and I called back a couple of times to confirm, si..."
chelsea,1,1,review_ed11136814c2ac8d48de6594 :: My husband and I were so pumped with our private Cessna adventure with Kevin as our pilot!  The flight was beautiful and informative and a super value - probably our favorite excur...
cherokee,1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your..."
chew,1,1,"review_6c2d1a87ab2b69e1a1dd0847 :: We flew with owner and pilot Bruce of ""Wings over Kauai"", after he was recommended to us by our B&B the day before. It was fantastic, to say the least! Highly recommendable, especi..."
chicken,1,1,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma..."
chief,1,1,review_bb36aa248e311798526ecff3 :: Everything about this glacier tour and landing was absolutely perfect. We were thrilled to ride in the de Haviland Otter with pilot Sean. What a day!  One of the pilots was overhea...
