word,canonical_lemma,chinese_translation,emotion_category,frequency_21215,review_count_21215,example_context,in_nrc,in_vader
shocked,shocked,感到震惊惊吓的,Surprise / Shock,8,8,"review_5d3aa0665da02a18fbb9d035 :: Our experience was awesome! 

They waterproof shoes that slipped over our own boots for the glacier landing. Our experience was during Covid-19 and the whole staff took extra preca...",False,True
poorly,poorly,糟糕地 / 差劲地,Unclassified,8,7,"review_4511133a8ef35ba847a7d3a6 :: Beautiful flight, confused office staff and dishonest pilot took away from what could've been an amazing experience!  Doing a land tour on our own prior to a cruise, we decided we ...",True,False
nerve,nerve,紧张神经,Unclassified,8,8,"review_bc094451a516daefa055857a :: This was one of the most unique experiences I have ever had! The flight from Phoenix to the Canyon was a bit nerve wracking, due to the small aircraft. Since there were only two of...",True,False
grace,grace,优雅 / 良好风度,Unclassified,8,8,review_b02b203c5e74fa0264e17bd7 :: I cannot recommend the K2 experience enough. Both the flying and the views were far beyond my expectations. I am a pilot myself and I have read about bush flying for years which gi...,True,True
frustration,frustration,挫败感 / 烦恼,Unclassified,8,8,review_b663b185089984f92724578d :: I had a confirmed booked through Alaska Shore Tours for the Neets Bay Floatplane bear watch tour. At the time I was not aware that Alaska Shore Tours had subcontracted the tour to ...,True,True
frightened,frightened,感到受惊吓害怕的,Fear,8,8,"review_839e0560238a0af9aac3153f :: I am a terrible flier. As in PETRIFIED.  Somehow, though, this clean, well kept little dock caught my eye as my husband and I drove into Talkeetna for one overnight. Despite my fea...",True,True
exhilaration,exhilaration,极度兴奋快感,Unclassified,8,8,"review_769ba54a1b0f6a5c4de58e94 :: Accessing the formattable Denali summit is a privilege and one we were glad to share with K2 Aviation. 

Their professionalism and Talkeetna base (great town) allowed us to simply ...",True,False
exhausted,exhausted,精疲力竭极为疲惫的,Unclassified,8,8,review_9f2f86e28d3c8b6181cea0ee :: This was a fantastic trip and left us exhausted but very happy. All the tour guides were excellent and made every effort to make the tours interesting and informative.  Big thanks ...,True,True
dissapointed,disappointed,感到失望的（错别字变体）,Disappointment,8,7,"review_a9dd2820ca31d2ba3296a18c :: Friends and I looked into a flight seeing tour of Denali and the glaciers and we were not dissapointed. The pilot, Jeff, was a great tour guide. He was very informative and managed...",False,False
cherished,cherish,珍视铭记的,Love / Affection,8,8,review_b1f4591ba3fe0c7697725cd4 :: Just an incredible time and an experience to be cherished. We had a lot of fun and really enjoyed enjoyed. We would love to do this again....,False,True
annoyed,annoyed,感到烦恼的 / 恼火的,Unclassified,8,7,review_161b2ce9312f253a91300991 :: My husband is 6'4 and weighs a bit over 270 (just a big guy) and we struggled to find a helicopter that wouldn't charge us for an extra seat for him. I can understand if they were ...,False,True
strange,strange,怪异不安的,Unclassified,7,7,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an...",False,True
reputable,reputable,信誉良好的,Unclassified,7,7,review_44bbe9a73fd23ce4436c395f :: We were fortunate enough to have great weather when we arrived in Ketchikan. (The town gets more than 200 inches of rain per year.) So we opted to book a float plane tour. We did a...,True,False
ridiculous,ridiculous,荒谬的 / 离谱的,Unclassified,7,7,review_a158a996fb85a211763435ea :: The flight itself is really scenic. I liked that we landed in the water about halfway through and could walk out on the sides of the plane to take in the view. Pilot was good but d...,True,True
rudely,rudely,粗鲁地 / 无礼地,Unclassified,7,6,"review_b27a5b6f0ee0a61ed67119b2 :: Flight pilot didn't give full rules & regulations prior to departure.My wife  got up & switch seats  for better view & to avoid gasoline smell
Then the pilot raised his voice spoke...",False,True
serenity,serenity,宁静 / 祥和,Unclassified,7,7,review_57c6364bb1280d3c14c9dc43 :: Taguan picked my group of 4 right at the cruise ship berth and took us to their launching off point. Saw a safety film and was loaded into a small place. The take off was so smooth...,True,False
relieved,relieved,宽慰的 / 松了一口气,Unclassified,7,7,"review_1d1e7c7dceefaede42dd0974 :: We went along the north shore of Maui, to Hana and back with a few circles over the gorgeous green landscapes. I got to sit up front with the pilot, who let me steer the plane when...",False,True
suffered,suffered,遭受身体/晕眩痛苦,Unclassified,7,7,"review_ed5623c2686a38dd56a520c0 :: Was expecting my husband to be the scared one but instead it was me that suffered but the flight was amazing, the views spectacular, from the ground it's just not possible to appre...",False,True
unhappy,unhappy,不高兴不满意的,Unclassified,7,7,"review_6fe4588bd7968f473123bfe2 :: It was a little disorganized and I was unhappy that they refused to transport my mother’s wheelchair on the bus. However, our pilot was just fantastic!!  This should not be missed....",True,True
unpleasant,unpleasant,令人不快令人难受的,Unclassified,7,7,"review_7272e1873ec553c74d1ed77a :: The seaplane trip over Misty Fjords national park was expensive but indeed worthwhile. Our pilot, Sam, was really knowledgeable, amicable and capable. The ride from the quay to Taq...",True,True
powerful,powerful,强烈的 / 感人的,Unclassified,7,7,"review_7e853b1df37878641e258ef2 :: I would like to take this opportunity to thank you again for the wonderful flight experience with K2 Aviation on August 19 2022, around Denali. Soaring above the clouds with Leon w...",True,True
worrying,worry,令人担心的,Anxiety / Worry,7,7,"review_a784ebcd32bff17e126e5b62 :: We did the 45 minute tour and it was one of the best things we have ever done. It is by far the best way to appreciate the scale of the canyon. 

The seating in the chopper is set ...",True,True
weird,weird,古怪令人不安的,Unclassified,7,7,"review_9aaa9c3728058db2efe11eee :: Fly with the best, book with K2 Aviation. This company is professional from general questions before booking to walking away after the flight. They are great people and VERY busy. ...",True,True
painful,painful,痛苦的 / 令人难受的,Unclassified,7,6,"review_e1ea84507de9fcbe67135209 :: Was looking forward to the view from the plane flight we booked for the first plane right out in the morning at 8am.

Received a call at 6:41am the day of the flight to say there w...",True,True
panic,panic,恐慌 / 惊恐状态,Fear / Panic,7,6,"review_b08abf39f399085373741cfc :: This was a 12 hour adventure to remember - it started with a flight over the Grand Canyon to Page, Arizona where we were then taken to the amazing slot canyons of Antelope Canyon v...",True,True
laughter,laughter,欢笑 / 笑声,Unclassified,7,7,"review_ed37e6cf3b90e4f7b69c0038 :: 30 yrs ago, my friends Kitty and Kimball started K2 Aviation.  I was climbing Denali.  This summer, I flew with K2 into the mountains.  A great Pilot.  He guided us threw history, ...",True,True
hopeful,hopeful,怀抱希望的,Unclassified,7,7,"review_4a3abf03e6bbeb110a86e377 :: Like a previous reviewer, I booked this trip as part of my Alaska Inside Passage cruise and wasn't sure if I would really enjoy it. However the Tajuan Air and the team running this...",True,True
hesitating,hesitating,犹豫顾虑（心理活动）,Unclassified,7,7,review_299de90dcf40222bc6b1cf39 :: What an incredible experience that was!!. 😍If you have little time to explore the Grand Canyon or simply want to give it another dimension (or check something off your bucket list ...,False,True
gushing,gushing,滔滔不绝赞赞称道的,Unclassified,7,6,"review_6d89a83a7e6c40e34fc3fabb :: From start to finish, our flightseeing tour from Talkeetna to Mt. McKinley, landing on Ruth Glacier was jaw-droppingly wonderful. I've lived in Alaska for almost 40 years and thoug...",False,False
exhilerating,exhilarating,令人兴奋刺激酣畅地（错别字变体）,Excitement,7,6,"review_182483adf502c67405c09314 :: Our second time with our pilot, and as amazing as the first time. We will do it a third and hopefully a fourth too. Exhilerating...",False,False
enthusiastically,enthusiastically,热情高涨地,Unclassified,7,7,"review_b74b1e78e9cd17594e7f98b2 :: Awesome experience for myself and three teenagers, all visiting the Pacific Northwest from Florida, first time ever in a Seaplane. Northwest Seaplanes in Renton really delivered! W...",False,True
curious,curious,好奇求知的,Unclassified,7,7,"review_3d6a8e26ffe7827f72bd540a :: Flying with Northwest Seaplanes is always a treat and makes for a very manageable commute from Oregon all the way to Roche Harbor.  3 hour drive, leave the car in the secure parkin...",False,True
confusion,confusion,困惑 / 混乱,Unclassified,7,7,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...,True,True
classy,classy,高端优雅的,Unclassified,7,7,"review_173f4f867aa20ba8a1793a6e :: Both my dad and I have experience flying single engine planes, and I can tell you that in every sense this was a spectacular tour.  Easily the highlight of the entire AK trip.  We ...",False,True
captivated,captivated,被深深吸引着迷的,Unclassified,7,7,"review_53fcd6e518ab4f8fb6d54d7d :: Unforgettable!  Views stunning, excellent pilot. We were captivated by all of it...views of Denali and surrounding mountains, glaciers, moose, sheep, trumpet swans. Landing on glac...",False,True
alas,alas,唉 / 遗憾的是,Unclassified,7,7,review_c9165f59221d7127700e8e97 :: Readying to be picked up by the K-2 shuttle at our hotel (Grand Talkeetna Lodge) we were browsing the gift shop when several people mumbled and looked out the rear window to see De...,False,True
reassurance,reassurance,令人放心的安抚感,Relief / Reassurance,6,6,"review_a8a25de7a154aae2e3cb58c4 :: Eric was the most wonderful pilot I’ve ever met! His friendliness, attention to detail, reassurance of professional flight experience, and his knowledge of Maui history and the env...",True,True
inspirational,inspirational,鼓舞人心的,Unclassified,6,6,review_36f584d9a4b5daef57911102 :: Our plane tour with Ray was the highlight of our Hawaii trip. We booked it as a birthday surprise for my son who wants to be a pilot and Ray went above and beyond to make it a trul...,False,True
